,State,District,District Code,Assembly Constituency,AC Code,Total Population,Male,Female,Total Household,Agriculture (0-7),Land Improvement & Minor Irrigation (0-9),Animal Husbandry (0-6),Fisheries (0-2),Rural Housing (0-4),Drinking Water (0-3),Roads (0-8),Rural Electrification (0-3),Non-Conventional Energy (0-1),Maintenance of Community Assets (0-1),Fuel & Fodder (0-1),Libraries (0-1),Cultural Activities (0-1),Financial & Communication Infrastructure (0-9),Public Distribution System (0-2),Education (0-6),Vocational Education (0-2),Markets & Fairs (0-3),Health & Sanitation (0-11),Women & Child Development (0-7),Social Forestry (0-1),Family Welfare (0-1),Poverty Alleviation Programme (0-6),"Khadi, Village & Cottage Industries (0-3)",Small Scale Industries (0-1),Adult & Non-Formal Education (0-1)
24,RAJASTHAN (8),BARAN (89),89,Baran-atru(617),195.0,13781.0,7218.0,6563.0,2682.0,0.9,3.8666666666666663,1.8,0.06666666666666668,2.466666666666667,1.4,5.666666666666668,2.5,0.06666666666666668,0.3333333333333333,0.6666666666666666,0.06666666666666668,0.26666666666666666,3.2666666666666666,1.2,2.566666666666667,0.06666666666666668,0.8,4.0,4.033333333333333,0.0,0.4666666666666667,1.2666666666666666,0.06666666666666668,0.0,0.06666666666666668
25,RAJASTHAN (8),BARAN (89),89,Chhabra(618),196.0,15771.0,8661.0,7110.0,4263.0,0.5333333333333333,2.3,0.6,0.13333333333333333,3.0,0.26666666666666666,3.1333333333333333,1.8,0.0,0.06666666666666668,0.6666666666666666,0.0,0.06666666666666668,2.466666666666667,0.3,1.3333333333333333,0.13333333333333333,0.43333333333333335,2.6,3.733333333333333,0.3333333333333333,0.2,1.2,0.0,0.06666666666666668,0.0
26,RAJASTHAN (8),BARAN (89),89,Kishanganj(622),194.0,20943.0,11043.0,9900.0,4396.0,0.52,2.3,0.86,0.0,1.56,0.4,4.16,1.92,0.0,0.12,0.68,0.0,0.04,3.32,0.78,1.14,0.24,0.82,2.14,2.64,0.04,0.28,0.42,0.0,0.0,0.0
27,RAJASTHAN (8),BARAN (89),89,Malviya Nagar(597),54.0,1888.0,970.0,915.0,450.0,2.0,5.0,4.0,0.0,3.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,4.5,0.0,3.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
28,RAJASTHAN (8),BARMER (90),90,Barmer(528),135.0,1693.0,912.0,781.0,493.0,0.0,2.75,0.0,0.0,3.0,1.0,5.5,2.0,0.0,0.0,1.0,0.0,0.0,1.25,0.5,2.0,0.0,0.0,4.75,3.5,0.0,0.5,0.0,0.0,0.0,0.0
29,RAJASTHAN (8),BARMER (90),90,Baytoo(529),136.0,11956.0,6357.0,5499.0,2452.0,0.15625,0.375,0.875,0.0,2.3125,0.25,3.375,1.59375,0.0,0.1875,0.0625,0.0,0.0625,1.90625,0.53125,1.40625,0.0625,0.25,2.125,2.375,0.0,0.25,0.4375,0.0,0.0,0.0
30,RAJASTHAN (8),BARMER (90),90,Chohtan(530),140.0,24577.0,13042.0,11435.0,4321.0,0.2857142857142857,2.642857142857143,0.6071428571428571,0.0,2.9285714285714284,0.7857142857142857,4.392857142857143,1.7142857142857142,0.07142857142857142,0.42857142857142855,0.2857142857142857,0.0,0.35714285714285715,3.571428571428572,1.2142857142857142,2.75,0.10714285714285714,0.07142857142857142,2.607142857142857,1.6428571428571428,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0
31,RAJASTHAN (8),BARMER (90),90,Gudhamalani(531),139.0,25247.0,13071.0,12161.0,5165.0,0.1875,2.4375,0.375,0.0,2.5,0.525,4.0375,2.225,0.05,0.2,0.1,0.0,0.075,2.45,0.6625,1.7,0.0875,0.2,2.6125,2.9875,0.025,0.05,0.0375,0.0,0.0,0.025
32,RAJASTHAN (8),BARMER (90),90,Pachpadra(533),137.0,14374.0,7374.0,7000.0,2538.0,1.1666666666666667,0.7222222222222222,1.3333333333333333,0.0,3.555555555555556,0.8888888888888888,5.388888888888888,2.1111111111111107,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2222222222222222,3.611111111111111,1.3333333333333333,2.333333333333333,0.05555555555555555,0.7222222222222222,3.8333333333333335,2.2222222222222223,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.0,0.0,0.1111111111111111
33,RAJASTHAN (8),BARMER (90),90,Sheo(534),134.0,18601.0,9651.0,8950.0,4089.0,1.0833333333333333,0.9166666666666666,0.6666666666666666,0.0,3.0,0.8333333333333334,5.666666666666668,2.6666666666666665,0.16666666666666666,0.6666666666666666,0.5,0.0,0.5,4.666666666666667,1.75,4.0,0.3333333333333333,0.5833333333333334,4.5,1.8333333333333333,0.5,0.5,0.4166666666666667,0.16666666666666666,0.0,0.0
34,RAJASTHAN (8),BARMER (90),90,Siwana(535),138.0,9837.0,5203.0,4634.0,1717.0,1.3333333333333333,2.083333333333333,0.6666666666666666,0.0,3.5,1.3333333333333333,5.416666666666668,2.5,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,4.833333333333333,1.75,3.4166666666666665,0.0,0.16666666666666666,4.5,3.75,0.3333333333333333,0.5,0.0,0.0,0.0,0.16666666666666666
35,RAJASTHAN (8),BHARATPUR (91),91,Bayana(536),76.0,31493.0,15481.0,15252.0,6472.0,1.1111111111111112,2.75,1.1111111111111112,0.0,3.888888888888889,0.7222222222222222,6.222222222222222,2.1111111111111107,0.1111111111111111,0.6111111111111112,0.4444444444444444,0.0,0.5,3.75,1.1666666666666667,2.833333333333333,0.4444444444444444,1.6944444444444444,3.1666666666666665,3.6944444444444446,0.1111111111111111,0.3888888888888889,0.4166666666666667,0.0,0.0,0.05555555555555555
36,RAJASTHAN (8),BHARATPUR (91),91,Bharatpur(537),73.0,20290.0,10895.0,9395.0,3406.0,1.1111111111111112,3.4444444444444446,1.1111111111111112,0.0,4.0,0.8888888888888888,5.277777777777779,2.555555555555556,0.0,0.3333333333333333,0.5555555555555556,0.0,0.0,4.722222222222221,1.5555555555555556,2.5,0.3333333333333333,0.8888888888888888,4.222222222222221,3.611111111111111,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0
37,RAJASTHAN (8),BHARATPUR (91),91,Deeg-kumher(538),72.0,18246.0,9182.0,8607.0,3599.0,1.5454545454545454,2.272727272727273,1.4545454545454546,0.0,4.0,1.3636363636363635,5.454545454545454,2.5454545454545454,0.0,0.5454545454545454,0.18181818181818185,0.09090909090909093,0.7272727272727273,4.136363636363637,1.5,2.636363636363636,0.5454545454545454,2.090909090909091,4.409090909090909,3.727272727272727,0.09090909090909093,0.2727272727272727,0.6818181818181818,0.2727272727272727,0.3636363636363637,0.09090909090909093
38,RAJASTHAN (8),BHARATPUR (91),91,Kaman(539),70.0,12392.0,6402.0,5889.0,2161.0,1.25,3.0,0.9166666666666666,0.0,3.8333333333333335,0.8333333333333334,4.5,2.333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,3.9166666666666665,1.25,2.25,0.5833333333333334,1.25,3.9166666666666665,2.5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0
39,RAJASTHAN (8),BHARATPUR (91),91,Nadbai(541),74.0,31907.0,10253.0,9720.0,3759.0,1.5,2.96875,1.34375,0.0,3.9375,1.0625,5.0,2.0625,0.0,0.5,0.125,0.0625,0.625,3.71875,1.0,3.34375,0.40625,1.90625,3.6875,2.25,0.0,0.1875,0.46875,0.0,0.0625,0.0625
40,RAJASTHAN (8),BHARATPUR (91),91,Nagar(542),71.0,21199.0,11357.0,9842.0,3913.0,0.71875,2.75,0.71875,0.0,4.0,0.3125,4.40625,1.96875,0.0,0.25,0.3125,0.0625,0.0625,3.625,0.875,2.15625,0.53125,0.71875,3.09375,2.3125,0.0,0.1875,0.65625,0.0,0.0,0.125
41,RAJASTHAN (8),BHARATPUR (91),91,Weir(543),75.0,30335.0,16254.0,14081.0,4764.0,2.3076923076923075,3.5384615384615383,2.1923076923076925,0.15384615384615385,4.0,1.2307692307692308,5.384615384615384,2.5384615384615383,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.07692307692307693,5.769230769230768,1.1538461538461535,2.6153846153846154,0.5384615384615384,1.2307692307692308,4.230769230769232,3.1538461538461537,0.3076923076923077,0.8461538461538461,0.7692307692307693,0.2307692307692308,0.15384615384615385,0.07692307692307693
42,RAJASTHAN (8),BHILWARA (92),92,Asind(544),177.0,21930.0,11249.0,10681.0,5176.0,0.9736842105263158,3.3684210526315788,1.5263157894736843,0.0,3.842105263157895,1.263157894736842,5.289473684210527,2.5789473684210527,0.0,0.21052631578947367,0.631578947368421,0.05263157894736842,0.2631578947368421,2.8421052631578947,0.7368421052631579,2.0526315789473686,0.07894736842105263,0.5526315789473685,3.1842105263157894,2.2105263157894743,0.2631578947368421,0.21052631578947367,0.4473684210526316,0.0,0.15789473684210525,0.05263157894736842
43,RAJASTHAN (8),BHILWARA (92),92,Bhilwara(545),180.0,3448.0,1875.0,1573.0,590.0,1.6666666666666667,3.333333333333333,2.1666666666666665,0.6666666666666666,3.333333333333333,0.6666666666666666,4.833333333333333,2.333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,2.833333333333333,0.6666666666666666,2.0,0.0,0.16666666666666666,3.6666666666666665,2.6666666666666665,0.3333333333333333,0.3333333333333333,1.5,0.0,0.0,0.0
44,RAJASTHAN (8),BHILWARA (92),92,Jahazpur(547),182.0,8739.0,4488.0,4242.0,2225.0,1.0,3.0909090909090913,0.7272727272727273,0.0,3.272727272727273,1.4545454545454546,5.090909090909091,2.363636363636364,0.09090909090909093,0.18181818181818185,0.7272727272727273,0.0,0.2727272727272727,3.636363636363636,0.6363636363636364,2.0454545454545454,0.09090909090909093,0.3181818181818182,3.4090909090909087,3.5454545454545454,0.0,0.4545454545454545,0.2727272727272727,0.0,0.0,0.0
45,RAJASTHAN (8),BHILWARA (92),92,Mandal(548),178.0,32949.0,16516.0,16402.0,7230.0,0.9782608695652174,2.4782608695652173,1.173913043478261,0.21739130434782608,3.9130434782608696,1.6956521739130437,5.086956521739131,2.130434782608696,0.0,0.3478260869565217,0.7826086956521741,0.08695652173913042,0.21739130434782608,4.391304347826087,1.065217391304348,2.4782608695652173,0.21739130434782608,0.6956521739130435,3.5869565217391304,2.9130434782608696,0.17391304347826084,0.39130434782608703,0.2391304347826087,0.043478260869565216,0.17391304347826084,0.17391304347826084
46,RAJASTHAN (8),BHILWARA (92),92,Mandalgarh(549),183.0,8966.0,4456.0,4510.0,1958.0,0.71875,3.1875,0.875,0.0625,3.375,1.5,3.875,2.875,0.0,0.0,0.5,0.0,0.1875,3.28125,0.6875,1.625,0.1875,0.5625,3.4375,2.8125,0.0625,0.125,0.34375,0.0,0.0,0.0
47,RAJASTHAN (8),BHILWARA (92),92,Sahara(550),179.0,9349.0,4717.0,4575.0,1929.0,1.5416666666666667,2.25,0.9166666666666666,0.08333333333333333,3.5,2.25,5.166666666666667,2.1666666666666665,0.16666666666666666,0.3333333333333333,0.5833333333333334,0.0,0.25,2.958333333333333,0.625,1.875,0.20833333333333331,0.625,3.458333333333333,2.7916666666666665,0.08333333333333333,0.5,0.7083333333333334,0.16666666666666666,0.16666666666666666,0.0
48,RAJASTHAN (8),BHILWARA (92),92,Shahpura(551),181.0,13681.0,7292.0,6389.0,3047.0,0.7222222222222222,2.1666666666666665,1.6666666666666667,0.2222222222222222,3.555555555555556,1.6666666666666667,4.055555555555555,2.333333333333333,0.2222222222222222,0.3333333333333333,0.8888888888888888,0.0,0.0,3.388888888888889,0.7777777777777778,2.7222222222222223,0.2777777777777778,0.16666666666666666,3.388888888888889,3.6666666666666665,0.2222222222222222,0.6666666666666666,0.2777777777777778,0.3333333333333333,0.1111111111111111,0.2222222222222222
49,RAJASTHAN (8),BIKANER (93),93,Bikaner East(553),14.0,3115.0,1675.0,1440.0,560.0,4.5,3.0,0.5,0.0,4.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.5,2.0,3.0,0.5,0.5,6.0,3.0,0.0,1.0,1.5,0.0,0.0,0.0
50,RAJASTHAN (8),BIKANER (93),93,Dungargarh(555),17.0,30568.0,9103.0,7116.0,3194.0,1.5,1.0,1.6,0.0,3.2,0.6,5.1,2.8,0.0,0.4,0.2,0.0,0.2,3.5,0.4,2.3,0.2,0.8,2.7,1.3,0.2,0.4,0.9,0.0,0.2,0.0
51,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,127679.0,70520.0,57159.0,25339.0,0.75,3.5,1.0972222222222223,0.0,2.9027777777777777,1.1805555555555556,4.263888888888889,2.5416666666666665,0.04166666666666666,0.3333333333333333,0.125,0.0,0.09722222222222222,2.0486111111111107,0.5902777777777778,1.6736111111111112,0.04166666666666666,0.2777777777777778,2.0486111111111107,2.4444444444444446,0.3333333333333333,0.18055555555555555,0.2847222222222222,0.0,0.5,0.05555555555555555
52,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,46040.0,24634.0,21236.0,8293.0,0.7678571428571429,2.625,1.1071428571428572,0.07142857142857142,3.0,1.8928571428571428,4.75,2.392857142857143,0.07142857142857142,0.25,0.03571428571428571,0.14285714285714285,0.32142857142857145,3.375,0.625,1.75,0.017857142857142856,0.7321428571428571,2.946428571428572,1.5357142857142858,0.03571428571428571,0.21428571428571427,0.44642857142857145,0.0,0.03571428571428571,0.10714285714285714
53,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,74262.0,38838.0,35411.0,14001.0,1.0853658536585369,2.024390243902439,0.7682926829268293,0.024390243902439025,3.2439024390243905,1.146341463414634,5.365853658536587,2.5609756097560976,0.0,0.2195121951219512,0.3170731707317073,0.07317073170731707,0.12195121951219512,3.731707317073171,1.2804878048780488,2.158536585365854,0.2682926829268293,0.4024390243902439,3.2073170731707314,2.268292682926829,0.12195121951219512,0.4390243902439024,0.5365853658536586,0.0,0.04878048780487805,0.07317073170731707
54,RAJASTHAN (8),BIKANER (93),93,Nokha(559),18.0,147686.0,77221.0,70465.0,25946.0,1.5714285714285714,3.1071428571428568,0.9761904761904762,0.0,3.5,1.9761904761904765,5.833333333333332,2.7857142857142856,0.09523809523809523,0.7619047619047619,0.16666666666666666,0.07142857142857142,0.6428571428571429,4.178571428571429,0.8571428571428571,2.6666666666666665,0.2261904761904762,1.011904761904762,4.6190476190476195,2.1785714285714284,0.09523809523809523,0.5476190476190477,0.4523809523809524,0.0,0.07142857142857142,0.07142857142857142
55,RAJASTHAN (8),BUNDI (94),94,Bundi(648),186.0,91819.0,44295.0,39986.0,15867.0,0.8642857142857143,4.257142857142857,0.9357142857142856,0.0,3.4428571428571435,0.7428571428571429,5.057142857142857,2.3142857142857145,0.0,0.21428571428571427,0.2571428571428571,0.0,0.15714285714285714,2.8,0.9571428571428572,1.8785714285714288,0.3142857142857143,0.6428571428571429,3.521428571428572,3.8,0.08571428571428573,0.5142857142857142,0.42857142857142855,0.0,0.014285714285714284,0.028571428571428567
56,RAJASTHAN (8),BUNDI (94),94,Hindoli(546),184.0,32644.0,17703.0,14941.0,6344.0,1.6111111111111112,3.2222222222222223,2.055555555555556,0.2222222222222222,2.888888888888889,0.6111111111111112,4.416666666666667,2.1388888888888893,0.1111111111111111,0.2777777777777778,0.6111111111111112,0.0,0.8333333333333334,3.4722222222222223,0.8333333333333334,1.75,0.25,1.0277777777777777,3.638888888888889,3.388888888888889,0.1111111111111111,0.16666666666666666,1.6388888888888888,0.0,0.0,0.0
57,RAJASTHAN (8),BUNDI (94),94,Keshoraipatan(649),185.0,33299.0,17728.0,15338.0,6884.0,0.7878787878787878,4.424242424242424,0.9545454545454546,0.030303030303030307,2.8484848484848486,0.8787878787878788,5.2727272727272725,2.575757575757576,0.060606060606060615,0.12121212121212123,0.21212121212121213,0.0,0.4545454545454545,2.803030303030303,1.0606060606060606,1.7878787878787878,0.30303030303030304,0.5909090909090909,3.6060606060606064,4.0606060606060606,0.030303030303030307,0.30303030303030304,0.9696969696969696,0.0,0.030303030303030307,0.060606060606060615
58,RAJASTHAN (8),CHITTORGARH (95),95,Bari sadri(560),171.0,19004.0,9576.0,9426.0,4368.0,0.7916666666666666,3.1875,0.8958333333333334,0.0,3.291666666666667,1.1666666666666663,3.6875,2.291666666666667,0.0,0.20833333333333331,0.6666666666666666,0.0,0.4166666666666666,3.541666666666667,0.8125,1.9791666666666667,0.3125,0.8333333333333333,3.125,3.5625,0.04166666666666666,0.4166666666666666,0.5,0.0,0.0,0.04166666666666666
59,RAJASTHAN (8),CHITTORGARH (95),95,Begun(561),168.0,19514.0,9756.0,9755.0,4446.0,1.119047619047619,3.3571428571428568,1.4761904761904765,0.0,3.4761904761904763,1.5238095238095235,4.976190476190476,2.8095238095238093,0.047619047619047616,0.2380952380952381,0.8571428571428571,0.09523809523809523,0.5714285714285714,4.309523809523808,1.0714285714285714,2.1904761904761907,0.3333333333333333,0.3809523809523809,3.9047619047619047,3.6190476190476186,0.3333333333333333,0.3333333333333333,1.1904761904761905,0.0,0.19047619047619047,0.09523809523809523
60,RAJASTHAN (8),CHITTORGARH (95),95,Chittorgarh(562),169.0,28752.0,14716.0,13906.0,7396.0,1.2321428571428572,2.8696428571428565,0.9642857142857144,0.075,3.421428571428572,1.3285714285714283,4.714285714285714,2.060714285714285,0.05,0.175,0.4928571428571428,0.05,0.325,3.233928571428572,0.9035714285714284,1.6517857142857144,0.18392857142857144,0.5053571428571428,3.3625,3.0178571428571432,0.175,0.4428571428571429,0.3125,0.0,0.05,0.0
61,RAJASTHAN (8),CHITTORGARH (95),95,Kapasan(563),167.0,41916.0,21322.0,20558.0,9439.0,1.0571428571428572,2.6714285714285717,1.2571428571428571,0.0,3.8285714285714287,1.2571428571428571,5.342857142857143,2.771428571428572,0.11428571428571427,0.2857142857142857,0.8,0.0,0.37142857142857133,4.142857142857143,1.1571428571428573,2.4571428571428573,0.22857142857142854,0.5142857142857142,3.7857142857142856,3.1142857142857143,0.2,0.37142857142857133,0.6,0.0,0.11428571428571427,0.17142857142857146
62,RAJASTHAN (8),CHITTORGARH (95),95,Nimbahera(565),170.0,86353.0,44405.0,41723.0,23388.0,0.9979166666666666,3.19375,0.9708333333333334,0.00625,3.6208333333333336,1.2333333333333334,4.648958333333333,2.3979166666666667,0.04791666666666666,0.26666666666666666,0.7520833333333333,0.04166666666666666,0.11666666666666667,3.3,1.0447916666666666,2.2583333333333333,0.325,0.3239583333333333,3.177083333333333,3.291666666666667,0.11041666666666666,0.26875,0.240625,0.0,0.0125,0.04791666666666666
63,RAJASTHAN (8),CHURU (96),96,Churu(569),22.0,57781.0,30837.0,26944.0,14177.0,0.8796296296296297,1.6851851851851851,3.0,0.0,4.0,1.7222222222222223,6.2407407407407405,2.888888888888889,0.0,0.6666666666666666,0.8148148148148149,0.0,0.3148148148148148,3.638888888888889,1.8611111111111112,2.7777777777777777,0.2962962962962963,0.19444444444444445,4.583333333333334,2.185185185185185,0.5,0.4074074074074074,0.6481481481481481,0.0,0.018518518518518517,0.0
64,RAJASTHAN (8),CHURU (96),96,Ratangarh(571),23.0,122936.0,65022.0,57884.0,25111.0,1.25,1.625,2.5125,0.075,3.975,2.075,6.05,2.85,0.025,0.45,0.425,0.05,0.725,4.725,1.4625,2.725,0.2875,0.7,4.8375,3.3625,0.125,0.85,0.8125,0.075,0.1,0.05
65,RAJASTHAN (8),CHURU (96),96,Sadulpur(572),19.0,92949.0,45353.0,40811.0,17267.0,0.5288461538461539,1.0192307692307692,0.903846153846154,0.038461538461538464,3.8269230769230766,1.7692307692307692,5.0,2.5096153846153846,0.0576923076923077,0.3269230769230769,0.5576923076923077,0.038461538461538464,0.36538461538461536,3.3461538461538463,1.0865384615384617,2.480769230769231,0.15384615384615385,0.15384615384615385,4.019230769230768,3.3173076923076925,0.25,0.4807692307692308,0.4519230769230769,0.19230769230769232,0.1153846153846154,0.09615384615384616
66,RAJASTHAN (8),CHURU (96),96,Sardarshahar(573),21.0,91878.0,48453.0,40569.0,17993.0,1.5131578947368418,2.1842105263157894,2.4078947368421053,0.15789473684210525,3.736842105263158,2.131578947368421,5.9868421052631575,2.1447368421052637,0.10526315789473684,0.5526315789473685,0.42105263157894735,0.13157894736842105,0.6578947368421053,3.9210526315789473,1.013157894736842,2.9342105263157894,0.3947368421052632,0.5,4.631578947368421,3.3157894736842106,0.15789473684210525,0.8684210526315791,1.0657894736842106,0.21052631578947367,0.2894736842105263,0.18421052631578946
67,RAJASTHAN (8),CHURU (96),96,Sujangarh(574),24.0,122843.0,63610.0,58416.0,21853.0,0.7209302325581395,1.569767441860465,1.0116279069767442,0.04651162790697674,3.8139534883720936,1.7209302325581397,5.6395348837209305,2.8837209302325584,0.11627906976744184,0.372093023255814,0.6744186046511628,0.02325581395348837,0.3953488372093023,4.697674418604652,1.5581395348837208,2.6860465116279064,0.2325581395348837,0.5465116279069767,4.197674418604652,2.232558139534884,0.18604651162790695,0.5813953488372093,0.3488372093023256,0.0,0.06976744186046513,0.0
68,RAJASTHAN (8),CHURU (96),96,Taranagar(575),20.0,48238.0,23473.0,21704.0,11273.0,1.2058823529411764,1.3823529411764706,0.8676470588235294,0.0,3.882352941176471,2.176470588235294,5.323529411764706,2.294117647058824,0.2647058823529412,0.4705882352941176,0.6176470588235294,0.05882352941176471,0.5588235294117647,3.9705882352941178,1.1176470588235294,2.1911764705882355,0.4411764705882353,0.6911764705882353,3.8382352941176467,3.0588235294117645,0.2647058823529412,0.8529411764705882,1.1029411764705883,0.0,0.1176470588235294,0.2058823529411765
69,RAJASTHAN (8),DAUSA (97),97,Bandikui(576),85.0,20707.0,10815.0,9890.0,4677.0,1.15625,2.5625,1.53125,0.125,4.0,0.5,5.4375,2.125,0.1875,0.125,0.4375,0.0,0.1875,4.78125,1.28125,2.25,0.3125,0.375,3.3125,3.46875,0.0625,0.375,0.6875,0.0,0.0,0.125
70,RAJASTHAN (8),DAUSA (97),97,Dausa(579),88.0,30847.0,16024.0,14823.0,5278.0,0.9411764705882352,3.0588235294117645,1.8823529411764703,0.0,3.882352941176471,0.6470588235294118,3.7058823529411766,2.117647058823529,0.0,0.35294117647058826,0.29411764705882354,0.0,0.2352941176470588,3.147058823529412,1.0588235294117647,2.147058823529412,0.17647058823529413,1.5882352941176472,3.852941176470588,2.4411764705882355,0.05882352941176471,0.05882352941176471,1.3235294117647058,0.0,0.0,0.0
71,RAJASTHAN (8),DAUSA (97),97,Lalsot(580),89.0,31036.0,15995.0,15041.0,5796.0,1.108695652173913,3.6304347826086962,2.3260869565217392,0.0,4.0,0.17391304347826084,4.456521739130435,2.0,0.0,0.21739130434782608,0.3043478260869565,0.0,0.2608695652173913,3.717391304347826,0.5217391304347826,1.6956521739130437,0.4782608695652174,1.8043478260869563,2.847826086956522,1.5,0.0,0.13043478260869565,0.43478260869565216,0.0,0.0,0.043478260869565216
72,RAJASTHAN (8),DAUSA (97),97,Mahuwa(581),86.0,35556.0,18839.0,16686.0,6399.0,0.7666666666666667,3.1333333333333333,1.4,0.0,4.0,0.9333333333333332,5.033333333333333,2.333333333333333,0.0,0.4,0.5333333333333333,0.0,0.06666666666666668,3.8333333333333335,1.4666666666666666,3.1333333333333333,0.6,0.8333333333333334,3.466666666666667,3.1,0.0,0.4666666666666667,0.26666666666666666,0.0,0.0,0.06666666666666668
73,RAJASTHAN (8),DAUSA (97),97,Sikrai(582),87.0,43115.0,23741.0,19374.0,8426.0,1.35,4.0,1.45,0.0,3.9,0.9,4.25,2.0,0.3,0.5,0.5,0.2,0.3,4.95,1.15,3.3,0.6,0.95,3.6,3.45,0.4,0.3,0.8,0.0,0.3,0.5
74,RAJASTHAN (8),DHOLPUR (98),98,Bari(640),78.0,77257.0,38495.0,32378.0,13287.0,1.2711864406779658,3.5423728813559316,1.4237288135593218,0.0,3.8305084745762716,0.6271186440677966,4.567796610169491,2.0847457627118646,0.13559322033898305,0.3050847457627119,0.23728813559322035,0.1016949152542373,0.3559322033898305,2.9576271186440684,1.0423728813559323,2.1186440677966103,0.4152542372881356,0.576271186440678,3.0593220338983054,3.1440677966101696,0.06779661016949153,0.2711864406779661,1.3644067796610169,0.05084745762711865,0.1864406779661017,0.0
75,RAJASTHAN (8),DHOLPUR (98),98,Baseri(641),77.0,20606.0,11292.0,9267.0,8101.0,1.7727272727272727,3.5454545454545454,2.0454545454545454,0.0,3.272727272727273,1.2727272727272727,5.227272727272728,2.1818181818181817,0.18181818181818185,0.5454545454545454,0.3636363636363637,0.18181818181818185,0.4545454545454545,3.772727272727273,0.7272727272727273,2.8181818181818183,0.5,1.0909090909090908,4.090909090909091,3.727272727272727,0.3636363636363637,0.6363636363636364,1.9090909090909087,0.7272727272727273,0.2727272727272727,0.18181818181818185
76,RAJASTHAN (8),DHOLPUR (98),98,Dholpur(642),79.0,74909.0,40309.0,34500.0,12139.0,1.6792452830188682,3.2452830188679247,1.5377358490566038,0.0,3.9056603773584895,0.7169811320754716,5.783018867924527,2.1320754716981134,0.09433962264150944,0.2075471698113208,0.4150943396226415,0.0,0.1509433962264151,3.3113207547169816,1.6037735849056605,2.2264150943396226,0.4716981132075472,0.7924528301886793,3.7358490566037736,3.69811320754717,0.0,0.5471698113207547,0.9245283018867924,0.0,0.2830188679245283,0.0
77,RAJASTHAN (8),DHOLPUR (98),98,Rajakhera(645),80.0,100101.0,53718.0,44629.0,18955.0,0.7669491525423728,3.2372881355932206,0.8432203389830508,0.00847457627118644,3.906779661016949,0.8559322033898304,5.186440677966102,2.2372881355932206,0.025423728813559324,0.15254237288135594,0.2457627118644068,0.01694915254237288,0.11864406779661014,4.050847457627119,0.8305084745762712,2.1822033898305087,0.4110169491525424,0.6652542372881356,3.4322033898305087,2.7372881355932206,0.09322033898305083,0.6610169491525424,0.4915254237288136,0.0423728813559322,0.03389830508474576,0.03389830508474576
78,RAJASTHAN (8),DUNGARPUR (99),99,Aspur(696),159.0,202808.0,98664.0,94769.0,43175.0,1.1785714285714286,3.3174603174603177,1.8293650793650795,0.05555555555555555,3.1428571428571432,0.5,5.662698412698412,2.7182539682539684,0.03968253968253968,0.42063492063492064,0.7380952380952381,0.0,0.21428571428571427,4.908730158730159,1.3293650793650793,2.583333333333333,0.2341269841269841,1.1349206349206349,3.5595238095238093,3.7857142857142856,0.5634920634920635,0.7857142857142857,1.6825396825396826,0.0,0.05555555555555555,0.015873015873015872
79,RAJASTHAN (8),DUNGARPUR (99),99,Banswara(521),164.0,56272.0,28075.0,27096.0,11585.0,2.413793103448276,3.997126436781609,2.3419540229885056,0.6954022988505747,3.0574712643678166,1.0919540229885056,5.790229885057472,2.126436781609195,0.1724137931034483,0.5114942528735632,0.3390804597701149,0.1896551724137931,0.6091954022988506,4.850574712643677,1.1810344827586206,3.247126436781609,0.6666666666666666,1.735632183908046,4.060344827586206,3.2241379310344827,0.3390804597701149,0.5747126436781609,1.3793103448275863,0.4137931034482759,0.13793103448275862,0.13793103448275862
80,RAJASTHAN (8),DUNGARPUR (99),99,Chorasi(522),161.0,31639.0,15591.0,15786.0,10176.0,1.25,2.75,2.275,0.1,2.75,0.65,5.45,1.45,0.1,0.8,0.5,0.0,0.4,2.5,1.475,2.45,0.3,0.925,2.975,2.775,0.0,0.35,1.025,0.0,0.05,0.0
