,State,District,District Code,Assembly Constituency,AC Code,Gram Panchayat,GP Code,Total Population,Male,Female,Total Household,Agriculture (0-7),Land Improvement & Minor Irrigation (0-9),Animal Husbandry (0-6),Fisheries (0-2),Rural Housing (0-4),Drinking Water (0-3),Roads (0-8),Rural Electrification (0-3),Non-Conventional Energy (0-1),Maintenance of Community Assets (0-1),Fuel & Fodder (0-1),Libraries (0-1),Cultural Activities (0-1),Financial & Communication Infrastructure (0-9),Public Distribution System (0-2),Education (0-6),Vocational Education (0-2),Markets & Fairs (0-3),Health & Sanitation (0-11),Women & Child Development (0-7),Social Forestry (0-1),Family Welfare (0-1),Poverty Alleviation Programme (0-6),"Khadi, Village & Cottage Industries (0-3)",Small Scale Industries (0-1),Adult & Non-Formal Education (0-1)
0,RAJASTHAN (8),AJMER (86),86,Ajmer North(504),100.0,AJAYSAR (33826),33826,4080.0,2150.0,1930.0,790.0,2.5,3.5,2.0,0.0,4.0,1.0,4.5,2.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,3.0,0.5,0.5,2.5,2.0,1.0,0.0,1.0,0.0,0.0,0.0
1,RAJASTHAN (8),AJMER (86),86,Ajmer North(504),100.0,HATHI KHERA (33841),33841,4745.0,2415.0,2330.0,1439.0,0.0,1.5,0.0,0.0,4.0,2.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,3.5,2.0,3.5,0.5,0.5,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
2,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,ATEETMAND (33653),33653,370.0,177.0,193.0,75.0,1.5,2.5,0.5,0.0,4.0,0.0,3.5,2.0,0.0,0.0,1.0,0.0,0.0,3.5,0.5,1.0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,BALAR (33654),33654,690.0,369.0,321.0,110.0,0.5,3.5,0.5,0.0,4.0,2.0,6.5,3.0,0.0,0.0,1.0,0.0,0.0,4.5,0.5,1.5,0.5,0.5,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,BAMANHERA (33655),33655,4179.0,2084.0,2095.0,931.0,0.25,1.5,0.5,0.5,4.0,0.0,6.0,3.0,0.0,0.5,1.0,0.0,0.5,2.5,1.5,3.0,0.0,0.25,4.75,3.0,0.0,0.5,1.0,0.0,0.0,0.0
5,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,DEWATA (33662),33662,1800.0,1000.0,800.0,1400.0,0.75,1.0,0.25,0.0,4.0,0.5,6.0,1.0,0.0,0.0,0.0,0.0,0.5,5.0,1.25,2.0,0.0,0.0,1.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0
6,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,KABRA (33667),33667,3770.0,1905.0,1865.0,870.0,1.25,0.75,0.25,0.0,4.0,1.0,2.0,2.0,0.0,0.5,1.0,0.0,0.5,4.0,1.25,2.0,0.0,0.0,6.75,2.75,0.0,0.5,3.5,0.0,0.0,0.0
7,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,KISHANPURA (33668),33668,2123.0,1142.0,981.0,409.0,1.0,2.333333333333333,1.5,0.0,4.0,2.0,6.166666666666668,2.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,3.8333333333333335,1.0,2.333333333333333,0.5,1.3333333333333333,4.666666666666667,2.5,0.0,0.0,1.6666666666666667,0.0,0.0,0.0
8,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,MALPURA (33672),33672,785.0,396.0,389.0,158.0,0.5,2.0,0.5,0.0,4.0,2.0,6.5,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,1.5,0.5,0.5,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,"NOONDRI MAHINDRATAN 
(33676)",33676,8300.0,4696.0,3604.0,1543.0,1.0,4.5,3.0,0.0,4.0,3.0,5.0,3.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,4.0,1.0,3.0,5.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0
10,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,RAJIYAWAS (33677),33677,690.0,362.0,328.0,132.0,0.5,2.5,0.5,0.0,4.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,5.5,2.0,2.0,0.5,0.5,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,SARVEENA (33681),33681,1202.0,645.0,557.0,474.0,0.0,0.75,0.25,0.0,4.0,1.0,6.0,3.0,0.0,0.5,0.5,0.0,0.0,5.25,0.5,1.5,0.25,0.0,3.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0
12,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,SURADIYA (33683),33683,1142.0,595.0,547.0,224.0,2.0,2.5,0.0,0.0,4.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,5.5,2.0,2.5,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
13,RAJASTHAN (8),AJMER (86),86,Beawar(672),103.0,TATGARH (33686),33686,1991.0,1055.0,936.0,483.0,0.6666666666666666,1.3333333333333333,0.5,0.0,4.0,0.0,4.666666666666667,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.5,0.5,1.3333333333333333,0.0,0.5,2.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0
14,RAJASTHAN (8),AJMER (86),86,Kekri(507),105.0,BAGHERA (33688),33688,750.0,410.0,340.0,129.0,0.5,2.5,0.5,0.0,4.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,4.5,0.5,2.0,0.0,0.5,3.0,2.0,0.0,1.0,1.5,0.0,0.0,0.0
15,RAJASTHAN (8),AJMER (86),86,Kekri(507),105.0,HARPURA (33600),33600,1062.0,462.0,600.0,1048.0,3.5,2.0,0.5,0.0,4.0,0.0,3.5,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
16,RAJASTHAN (8),AJMER (86),86,Kekri(507),105.0,KADERA (33701),33701,7428.0,3722.0,3706.0,1570.0,4.0,3.0,6.0,0.0,3.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,9.0,0.0,4.0,0.0,3.0,5.5,1.0,0.0,1.0,1.5,0.0,1.0,0.0
17,RAJASTHAN (8),AJMER (86),86,Kekri(507),105.0,KHAWAS (33704),33704,882.0,458.0,424.0,305.0,2.5,3.5,0.5,0.0,4.0,3.0,3.5,3.0,0.0,0.0,0.0,0.0,1.0,4.5,0.5,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
18,RAJASTHAN (8),AJMER (86),86,Kekri(507),105.0,NAIKI (294510),294510,2000.0,1031.0,969.0,350.0,1.5,3.0,3.0,0.0,4.0,2.0,4.5,1.5,0.0,0.0,0.5,0.0,0.5,3.5,0.5,1.75,0.5,0.5,3.0,4.0,0.0,1.0,2.0,0.0,0.5,0.0
19,RAJASTHAN (8),AJMER (86),86,Kekri(507),105.0,SADAPUR (294497),294497,797.0,400.0,397.0,168.0,3.0,3.0,0.5,0.0,3.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,2.0,0.0,0.0,1.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0
20,RAJASTHAN (8),AJMER (86),86,Kekri(507),105.0,SAPLA (33613),33613,5299.0,2930.0,2369.0,5299.0,0.5,2.0,3.0,0.0,4.0,3.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,RAJASTHAN (8),AJMER (86),86,Kekri(507),105.0,SAWAR (33716),33716,10705.0,5260.0,5445.0,2190.0,2.5,2.5,3.0,0.0,4.0,2.0,8.0,3.0,0.0,1.0,1.0,1.0,1.0,9.0,2.0,6.0,2.0,3.0,3.5,1.0,1.0,1.0,1.5,0.0,1.0,1.0
22,RAJASTHAN (8),AJMER (86),86,Kishangarh(508),98.0,BAROL (33620),33620,1740.0,910.0,830.0,300.0,0.5,1.5,1.5,0.0,4.0,1.0,4.5,3.0,0.0,0.0,1.0,0.0,0.0,2.5,0.5,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
23,RAJASTHAN (8),AJMER (86),86,Kishangarh(508),98.0,DADIYA (33595),33595,410.0,250.0,160.0,105.0,1.0,2.0,0.5,0.0,4.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.5,1.0,2.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0
24,RAJASTHAN (8),AJMER (86),86,Kishangarh(508),98.0,DEENDWARA (33723),33723,1692.0,856.0,836.0,312.0,1.5,2.5,2.5,0.0,4.0,3.0,5.25,3.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.5,0.25,0.25,3.0,3.25,0.0,0.0,0.25,0.0,0.0,0.0
25,RAJASTHAN (8),AJMER (86),86,Kishangarh(508),98.0,DEOPURI (33596),33596,1932.0,1001.0,931.0,395.0,2.0,1.5,3.0,0.0,4.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,4.0,0.0,0.5,5.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0
26,RAJASTHAN (8),AJMER (86),86,Kishangarh(508),98.0,HARMARA (33724),33724,1160.0,653.0,500.0,180.0,0.5,4.0,1.5,0.0,4.0,1.0,4.5,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.5,2.0,0.5,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
27,RAJASTHAN (8),AJMER (86),86,Kishangarh(508),98.0,KASHEER (33604),33604,700.0,360.0,340.0,150.0,0.0,1.5,2.0,0.0,3.0,3.0,0.5,3.0,0.0,1.0,1.0,0.0,1.0,3.0,0.5,2.0,0.0,0.0,4.5,2.0,0.0,0.0,1.0,0.0,1.0,0.0
28,RAJASTHAN (8),AJMER (86),86,Kishangarh(508),98.0,RALAWATAN (33738),33738,326.0,170.0,156.0,72.0,0.5,3.0,0.5,0.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,2.5,0.5,0.5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
29,RAJASTHAN (8),AJMER (86),86,Kishangarh(508),98.0,TILONIYA (33747),33747,1030.0,550.0,480.0,210.0,0.5,2.0,1.5,0.0,4.0,2.0,6.5,2.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,3.0,0.5,0.5,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
30,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,BOOBKIYA (33623),33623,620.0,302.0,318.0,102.0,0.5,3.5,1.5,0.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,2.5,0.5,1.0,0.0,0.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,CHHACHHUNDRA (33625),33625,542.0,273.0,269.0,79.0,0.5,2.0,1.5,0.0,4.0,1.0,5.5,2.0,0.0,0.0,1.0,0.0,0.0,2.5,2.0,1.0,0.5,0.0,3.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0
32,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,DAULATPURA-I (33753),33753,2002.0,1016.0,986.0,367.0,0.5,2.0,3.0,0.0,4.0,0.0,4.5,2.0,0.0,1.0,1.0,0.0,0.0,4.5,2.0,4.5,0.0,0.5,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0
33,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,DAULATPURA-II (33754),33754,1302.0,680.0,622.0,224.0,0.5,1.0,1.5,0.0,4.0,1.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5,2.0,0.0,0.5,2.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0
34,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,DEOMALI (33755),33755,2993.0,1568.0,1425.0,633.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,4.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,2.5,1.0,2.0,0.3333333333333333,0.3333333333333333,2.833333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
35,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,DEOPURA (262068),262068,1792.0,975.0,817.0,380.0,1.0,2.0,3.5,0.0,4.0,0.0,4.75,2.0,0.5,0.0,1.0,0.0,0.5,5.0,1.25,1.0,0.0,0.5,2.75,2.5,0.0,1.0,0.0,1.0,1.0,0.0
36,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,DEVMANGRI (294248),294248,900.0,485.0,415.0,180.0,0.5,2.0,1.0,0.0,4.0,1.0,4.75,1.5,0.0,0.0,0.5,0.0,0.0,1.5,1.0,1.25,0.25,0.25,1.5,3.25,0.5,0.0,0.0,0.0,0.0,0.0
37,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,DHOLA DANTA (33757),33757,700.0,362.0,338.0,130.0,0.5,4.5,3.5,0.0,4.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,0.5,0.5,3.5,4.0,0.0,1.0,0.0,0.0,0.0,0.0
38,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,GURHA KHURD (33631),33631,3035.0,1543.0,1492.0,590.0,1.0,3.5,1.5,0.0,3.5,2.0,5.0,2.0,0.0,0.5,0.0,0.0,0.5,4.0,2.0,3.0,0.5,0.25,2.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0
39,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,HANOOTIYA (33758),33758,1377.0,761.0,616.0,274.0,0.5,2.5,0.5,0.0,4.0,0.0,4.5,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
40,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,HARRAJPURA (33759),33759,522.0,265.0,257.0,125.0,0.5,3.5,1.5,0.0,4.0,0.0,4.5,2.0,0.0,0.0,1.0,0.0,0.0,4.5,0.5,1.0,0.5,0.5,1.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0
41,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,JAMOLA (33761),33761,360.0,185.0,175.0,45.0,0.5,3.0,0.5,0.0,4.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,5.5,0.5,1.5,0.5,0.5,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
42,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,JHANK (33763),33763,3459.0,1740.0,1719.0,630.0,1.0,1.5,5.0,0.0,4.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,4.5,0.5,0.5,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
43,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,KEROT (33636),33636,393.0,198.0,195.0,83.0,1.0,2.0,0.0,0.0,4.0,0.0,4.5,3.0,0.0,0.0,0.0,0.0,0.0,4.5,0.5,1.0,0.0,0.0,3.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
44,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,KHARWA (33766),33766,1448.0,821.0,627.0,285.0,0.5,2.0,2.5,0.0,4.0,0.0,2.5,2.0,0.0,0.0,1.0,0.0,0.0,2.5,2.0,1.0,0.0,0.5,3.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0
45,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,LAMGARA (33638),33638,384.0,205.0,179.0,80.0,0.5,2.5,0.0,0.0,3.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
46,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,LODIYANA (33768),33768,1980.0,1005.0,975.0,395.0,0.0,1.75,0.5,0.0,4.0,0.5,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.0,0.0,2.5,3.0,0.0,0.0,1.0,0.0,0.0,0.0
47,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,MANPURA (294250),294250,473.0,254.0,219.0,107.0,0.5,2.0,1.5,0.0,4.0,1.0,4.5,3.0,0.0,0.0,0.0,0.0,1.0,4.5,2.0,2.0,0.5,0.5,2.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0
48,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,MOYANA (33772),33772,1989.0,1011.0,978.0,435.0,3.0,2.5,1.0,0.0,4.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,4.0,0.0,3.0,3.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0
49,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,NAGOLA (33639),33639,602.0,304.0,298.0,115.0,0.5,1.5,1.5,0.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,5.5,0.5,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
50,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,NANDSI (33640),33640,1002.0,527.0,475.0,185.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.5,0.5,2.0,0.0,0.0,3.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0
51,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,PADANGA (33642),33642,645.0,335.0,310.0,127.0,0.0,1.5,1.0,0.0,4.0,2.0,6.5,3.0,0.0,0.0,1.0,0.0,1.0,3.0,0.5,2.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
52,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,RATAKOT (33644),33644,1251.0,636.0,615.0,259.0,3.0,0.5,2.5,0.0,4.0,1.0,6.5,2.0,0.0,0.0,1.0,1.0,0.0,2.5,0.5,4.0,0.5,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
53,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,SATAWARIYA (33776),33776,1274.0,648.0,626.0,240.0,1.5,3.0,1.5,0.0,4.0,1.0,5.5,3.0,0.0,0.0,1.0,0.0,1.0,4.5,1.0,2.0,0.5,0.0,3.75,2.5,1.0,0.5,1.0,0.0,0.0,0.0
54,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,SATHANA (33777),33777,535.0,270.0,265.0,105.0,2.0,1.0,0.0,0.0,4.0,1.0,4.5,3.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,1.0,0.5,0.5,2.5,3.5,0.0,1.0,0.0,0.0,0.0,0.0
55,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,SHERGARH (33778),33778,9559.0,4801.0,4758.0,1914.0,0.8333333333333334,2.0,3.0,0.0,4.0,0.6666666666666666,5.5,2.0,0.0,0.3333333333333333,1.0,0.0,1.0,5.5,2.0,3.333333333333333,0.5,0.5,3.333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0
56,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,SHIVNAGAR (294252),294252,827.0,423.0,404.0,164.0,0.25,1.5,1.0,0.0,3.5,1.0,4.5,3.0,0.0,0.0,0.5,0.0,0.0,2.5,0.5,1.0,0.0,0.0,3.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0
57,RAJASTHAN (8),AJMER (86),86,Masuda(509),104.0,SHIVPURA GHATA (294256),294256,802.0,402.0,400.0,168.0,0.5,1.0,0.0,0.0,4.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,0.5,0.0,2.5,2.0,0.0,1.0,1.0,0.0,0.0,0.0
58,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,BHATIYANI (33784),33784,944.0,492.0,452.0,141.0,0.5,1.5,0.5,0.0,4.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,2.5,0.5,1.5,0.5,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,BIDKACHIYAWAS (33787),33787,5190.0,2715.0,2475.0,978.0,2.0,3.5,2.0,0.0,4.0,1.0,4.5,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,0.5,0.0,3.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
60,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,DILWARA (33836),33836,1476.0,735.0,741.0,298.0,0.5,2.5,3.5,0.0,4.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,2.5,0.5,1.5,0.0,0.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,KANPURA (33843),33843,445.0,230.0,215.0,108.0,0.5,0.5,1.5,0.0,4.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5,1.0,0.0,0.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0
62,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,"KESARPURA MEWARIYA 
(293960)",293960,446.0,230.0,216.0,86.0,0.5,2.5,2.0,0.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,KESHARPURA (33805),33805,4134.0,2076.0,2058.0,568.0,3.5,3.0,3.5,0.0,4.0,3.0,6.5,3.0,0.0,1.0,1.0,0.0,1.0,2.5,2.0,4.0,0.5,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0
64,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,NANDLA (33814),33814,3572.0,1802.0,1770.0,715.0,1.0,0.5,3.0,2.0,4.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,3.5,0.5,0.0,4.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
65,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,NYARA (33815),33815,396.0,208.0,188.0,82.0,0.0,2.5,3.0,0.0,4.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,3.5,2.0,1.0,0.0,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,RAJGARH (33819),33819,5857.0,2944.0,2913.0,1928.0,0.0,1.6666666666666667,4.0,0.0,4.0,1.0,6.166666666666668,2.0,0.0,0.3333333333333333,1.0,0.0,0.0,4.0,1.3333333333333333,2.5,0.0,1.0,4.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
67,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,RAJOSI (33820),33820,983.0,501.0,482.0,186.0,0.0,1.0,4.0,0.0,4.0,1.0,6.5,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,2.0,0.5,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,RAMPURA DABLA (33821),33821,1030.0,500.0,530.0,275.0,1.5,2.0,2.0,1.0,4.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,1.0,1.5,0.0,2.0,0.0,0.0,4.5,4.0,0.0,1.0,1.0,0.0,0.0,0.0
69,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,RAMSAR (33855),33855,12005.0,6155.0,5850.0,2200.0,4.0,2.5,3.0,1.0,4.0,3.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
70,RAJASTHAN (8),AJMER (86),86,Nasirabad(510),102.0,SAMPRODA (33857),33857,2035.0,1030.0,1005.0,338.0,0.0,2.0,1.0,0.0,4.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
71,RAJASTHAN (8),AJMER (86),86,Pushkar(511),99.0,ARADKA (33827),33827,2690.0,1335.0,1355.0,792.0,0.5,0.5,4.0,0.0,4.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0,4.0,0.0,0.0,4.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0
72,RAJASTHAN (8),AJMER (86),86,Pushkar(511),99.0,BHOODOL (33831),33831,3950.0,2730.0,1220.0,625.0,2.5,2.5,5.0,0.0,4.0,2.0,6.5,3.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,4.5,0.5,0.5,5.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0
73,RAJASTHAN (8),AJMER (86),86,Pushkar(511),99.0,CHACHIYAWAS (33833),33833,1578.0,828.0,750.0,290.0,0.0,1.5,1.0,0.0,4.0,1.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.5,0.5,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
74,RAJASTHAN (8),AJMER (86),86,Pushkar(511),99.0,DAURAI (33791),33791,7823.0,4055.0,3768.0,2000.0,3.5,5.0,6.0,0.0,4.0,3.0,8.0,3.0,0.0,1.0,1.0,0.0,1.0,6.5,2.0,4.5,0.5,3.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
75,RAJASTHAN (8),AJMER (86),86,Pushkar(511),99.0,DOOMARA (33795),33795,2677.0,1390.0,1287.0,448.0,1.5,5.0,3.5,0.0,4.0,3.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,2.5,2.0,4.0,0.5,3.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
76,RAJASTHAN (8),AJMER (86),86,Pushkar(511),99.0,GODIYAWAS (33840),33840,1523.0,935.0,588.0,253.0,0.0,2.5,0.0,0.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
77,RAJASTHAN (8),AJMER (86),86,Pushkar(511),99.0,KAYAD (259730),259730,4080.0,2090.0,1990.0,650.0,0.5,2.5,3.0,0.0,4.0,2.0,6.5,2.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,4.5,0.5,0.5,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
78,RAJASTHAN (8),AJMER (86),86,Pushkar(511),99.0,NARWAR (33850),33850,2582.0,1319.0,1263.0,794.0,1.5,3.5,3.5,0.0,4.0,3.0,6.5,3.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,4.5,0.5,3.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
