,State,District,District Code,Assembly Constituency,AC Code,Gram Panchayat,GP Code,Total Population,Male,Female,Total Household,Agriculture (0-7),Land Improvement & Minor Irrigation (0-9),Animal Husbandry (0-6),Fisheries (0-2),Rural Housing (0-4),Drinking Water (0-3),Roads (0-8),Rural Electrification (0-3),Non-Conventional Energy (0-1),Maintenance of Community Assets (0-1),Fuel & Fodder (0-1),Libraries (0-1),Cultural Activities (0-1),Financial & Communication Infrastructure (0-9),Public Distribution System (0-2),Education (0-6),Vocational Education (0-2),Markets & Fairs (0-3),Health & Sanitation (0-11),Women & Child Development (0-7),Social Forestry (0-1),Family Welfare (0-1),Poverty Alleviation Programme (0-6),"Khadi, Village & Cottage Industries (0-3)",Small Scale Industries (0-1),Adult & Non-Formal Education (0-1)
588,RAJASTHAN (8),BHILWARA (92),92,Sahara(550),179.0,SALERA (35915),35915,1993.0,1015.0,978.0,477.0,1.25,1.75,1.25,0.0,3.5,3.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.25,0.0,4.25,0.0,0.25,4.25,3.0,0.0,1.0,1.75,0.0,0.0,0.0
589,RAJASTHAN (8),BHILWARA (92),92,Shahpura(551),181.0,BABRANA (35667),35667,200.0,115.0,85.0,30.0,1.5,4.5,0.5,0.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5,2.5,0.5,0.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
590,RAJASTHAN (8),BHILWARA (92),92,Shahpura(551),181.0,BALESARIYA (35668),35668,1685.0,832.0,853.0,360.0,1.0,4.0,1.5,0.0,4.0,0.0,4.5,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,4.0,0.5,0.0,5.0,6.0,0.0,1.0,0.0,3.0,1.0,0.0
591,RAJASTHAN (8),BHILWARA (92),92,Shahpura(551),181.0,CHAMANPURA (35674),35674,441.0,224.0,217.0,94.0,0.0,0.5,2.5,1.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,2.5,3.0,0.0,1.0,0.0,0.0,0.0,1.0
592,RAJASTHAN (8),BHILWARA (92),92,Shahpura(551),181.0,KUNDIYA KALAN (35680),35680,4673.0,2427.0,2246.0,949.0,1.25,2.25,1.75,0.5,4.0,2.0,4.75,3.0,1.0,0.5,1.0,0.0,0.0,5.25,1.25,3.5,0.25,0.5,3.75,4.0,1.0,0.5,0.25,0.0,0.0,0.0
593,RAJASTHAN (8),BHILWARA (92),92,Shahpura(551),181.0,LAMBIYA KHURD (35682),35682,417.0,195.0,222.0,326.0,0.5,1.0,1.5,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,1.5,0.5,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
594,RAJASTHAN (8),BHILWARA (92),92,Shahpura(551),181.0,MAHUA KHURD (35683),35683,4232.0,2434.0,1798.0,875.0,0.5,2.0,4.0,0.0,4.0,3.0,5.5,3.0,0.0,1.0,1.0,0.0,0.0,3.5,0.5,4.5,0.5,0.0,3.5,2.0,0.0,1.0,1.0,0.0,0.0,1.0
595,RAJASTHAN (8),BHILWARA (92),92,Shahpura(551),181.0,NIMBAHEDA KALAN (35686),35686,828.0,428.0,400.0,160.0,0.0,0.5,1.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5,0.5,2.0,0.0,0.0,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
596,RAJASTHAN (8),BHILWARA (92),92,Shahpura(551),181.0,RAKSHI (35688),35688,1205.0,637.0,568.0,253.0,0.5,2.5,0.5,0.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.5,0.5,2.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
597,RAJASTHAN (8),BIKANER (93),93,Bikaner East(553),14.0,"RIDMALSAR PUROHITAN 
(36047)",36047,3695.0,1994.0,1701.0,665.0,4.0,2.375,1.25,0.0,4.0,3.0,6.25,3.0,0.0,0.25,0.0,0.0,0.0,6.0,1.5,2.25,0.5,0.5,4.75,2.625,0.0,0.5,0.75,0.0,0.0,0.0
598,RAJASTHAN (8),BIKANER (93),93,Dungargarh(555),17.0,DERAJSAR (262137),262137,6112.0,2700.0,2412.0,630.0,3.0,0.5,3.0,0.0,4.0,1.0,6.5,3.0,0.0,1.0,0.0,0.0,1.0,5.5,2.0,2.5,0.5,0.5,2.5,3.0,0.0,1.0,1.0,0.0,0.0,0.0
599,RAJASTHAN (8),BIKANER (93),93,Dungargarh(555),17.0,"INDRPALSAR GUDAISAR 
(294031)",294031,2733.0,1311.0,1080.0,314.0,0.25,1.75,0.0,0.0,2.0,1.0,4.5,2.5,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.5,0.25,0.25,1.75,1.0,0.0,0.0,0.75,0.0,0.0,0.0
600,RAJASTHAN (8),BIKANER (93),93,Dungargarh(555),17.0,JALABSAR (262136),262136,2500.0,1350.0,1100.0,450.0,0.0,0.5,1.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,4.0,0.0,0.0,1.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0
601,RAJASTHAN (8),BIKANER (93),93,Dungargarh(555),17.0,RIDI (36203),36203,19223.0,3742.0,2524.0,1800.0,4.0,0.5,4.0,0.0,4.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,3.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
602,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,10 G M (294057),294057,1510.0,850.0,660.0,244.0,0.0,2.6666666666666665,1.3333333333333333,0.0,3.6666666666666665,1.0,2.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.16666666666666666,1.0,0.16666666666666666,0.0,1.8333333333333333,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
603,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,17 KYD (35996),35996,3032.0,1615.0,1417.0,522.0,1.0,4.0,1.5,0.0,3.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
604,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,17KHM (262190),262190,4175.0,2440.0,1735.0,815.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
605,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,2 KWM (35998),35998,3725.0,2189.0,1536.0,583.0,0.0,3.5,0.0,0.0,4.0,0.5,3.25,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,2.25,2.5,0.0,1.0,0.25,0.0,0.0,0.0
606,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,20BD (262132),262132,3355.0,1790.0,1565.0,585.0,0.25,4.25,0.0,0.0,4.0,1.0,5.25,2.5,0.0,0.5,0.0,0.0,0.5,1.25,0.5,1.5,0.0,1.5,2.25,1.75,0.0,0.5,0.75,0.0,0.0,0.0
607,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,3 PWM (36000),36000,5898.0,3570.0,2328.0,1097.0,1.25,2.25,1.0,0.0,3.0,0.5,6.0,2.0,0.0,0.5,0.0,0.0,0.5,3.0,0.0,2.5,0.25,0.0,4.5,2.0,0.0,0.0,0.25,0.0,0.0,0.0
608,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,34 KYD (36001),36001,6600.0,4135.0,2465.0,554.0,0.0,4.5,2.75,0.0,4.0,1.5,6.0,2.0,1.0,0.5,1.0,0.0,0.0,4.5,2.0,2.5,0.0,0.0,4.0,1.5,0.0,0.5,0.0,0.0,0.0,1.0
609,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,40KYD (262138),262138,3258.0,1714.0,1544.0,720.0,1.5,6.0,0.0,0.0,4.0,1.0,6.0,3.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.75,1.5,0.5,0.0,0.0,0.0,0.0,0.0
610,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,8 KYD (36002),36002,1659.0,923.0,736.0,239.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,2.5,0.0,0.0,0.0
611,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,AAVA (262179),262179,2317.0,1330.0,987.0,447.0,1.8333333333333333,4.666666666666667,1.1666666666666667,0.0,2.333333333333333,1.0,3.8333333333333335,3.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.6666666666666667,0.8333333333333334,1.0,0.0,0.0,1.3333333333333333,2.5,1.0,0.0,0.16666666666666666,0.0,1.0,0.0
612,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,AMARPURA (36004),36004,2598.0,1329.0,1269.0,356.0,1.1,4.0,1.0,0.0,2.8,1.2,3.8,2.6,0.0,0.2,0.0,0.0,0.0,1.8,0.4,1.0,0.0,0.0,0.5,2.6,0.0,0.0,0.5,0.0,1.0,0.0
613,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,BADRASAR (262124),262124,2185.0,1300.0,885.0,342.0,1.0,2.0,0.0,0.0,3.0,1.0,4.5,1.0,0.0,1.0,0.0,0.0,0.0,1.5,2.0,2.0,0.0,0.5,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
614,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,BHANIPURA (294175),294175,2618.0,1408.0,1210.0,436.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,3.5,1.0,0.0,1.5,0.0,1.0,0.0
615,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,BHANSAR (294055),294055,4255.0,2368.0,1887.0,709.0,0.0,2.5,1.0,0.0,2.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
616,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,CHHATTARGARH (36011),36011,300.0,120.0,180.0,70.0,0.5,6.0,0.5,0.0,2.0,3.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,4.5,0.5,0.0,0.5,0.5,4.5,5.0,0.0,0.0,1.5,0.0,0.0,0.0
617,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,DANTOR (36014),36014,10125.0,5566.0,4559.0,2315.0,2.0,5.0,2.0,0.0,4.0,3.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,9.0,2.0,4.0,0.0,3.0,7.5,3.0,0.0,1.0,1.0,0.0,1.0,1.0
618,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,HUSANGSAR (262125),262125,719.0,396.0,323.0,124.0,0.0,2.0,0.0,0.0,3.5,2.0,2.75,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.0,0.0,2.25,0.75,0.0,0.5,0.0,0.0,0.0,0.0
619,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,KELA (36108),36108,15000.0,8450.0,6550.0,5250.0,0.6666666666666666,0.5,2.0,0.0,3.6666666666666665,1.6666666666666667,5.0,2.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,2.333333333333333,0.0,2.0,0.0,0.0,1.1666666666666667,2.6666666666666665,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
620,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,KHARBARA 3 DL (36109),36109,2296.0,1224.0,1072.0,392.0,4.0,7.5,3.0,0.0,3.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,3.0,4.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0
621,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,KUMHARWALA (294179),294179,3290.0,1745.0,1545.0,464.0,0.6666666666666666,2.333333333333333,1.0,0.0,3.0,1.0,3.6666666666666665,2.333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,2.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
622,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,LUNKHAN (36034),36034,4091.0,2255.0,1836.0,561.0,1.8,4.5,2.0,0.0,2.0,1.0,4.2,3.0,0.0,0.2,0.2,0.0,0.0,1.3,1.0,2.2,0.0,0.6,2.9,2.5,1.0,0.0,0.4,0.0,1.0,0.0
623,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,MAHADEVWALI (36114),36114,4696.0,2510.0,2186.0,1000.0,0.0,3.5,0.0,0.0,2.0,1.0,4.25,2.0,0.0,0.5,0.0,0.0,0.0,4.75,0.25,2.5,0.25,0.25,4.0,5.5,0.0,0.5,0.0,0.0,0.0,0.0
624,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,MOTIGARH (36038),36038,2993.0,1567.0,1426.0,613.0,2.0,0.0,1.0,0.0,3.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,4.0,3.5,1.0,0.0,1.5,0.0,1.0,0.0
625,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,RAJASAR BHATIYAN (36119),36119,1320.0,768.0,552.0,373.0,0.0,0.5,1.0,0.0,3.0,1.0,3.25,2.0,0.0,0.0,0.0,0.0,0.0,1.75,0.5,2.5,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
626,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,RAM NAGAR (294060),294060,2101.0,1118.0,983.0,300.0,0.75,2.75,1.0,0.0,1.5,1.0,4.5,3.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,2.5,0.0,0.0,2.5,1.25,1.0,0.0,0.0,0.0,1.0,0.0
627,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,SADOLAI (294058),294058,1100.0,600.0,500.0,400.0,0.5,4.5,0.5,0.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,1.0,0.5,0.5,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0
628,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,SATTASAR (36049),36049,6713.0,3447.0,3266.0,935.0,5.0,8.0,3.0,0.0,2.0,2.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,4.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
629,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,SHERPOORA1SM (262881),262881,6470.0,3640.0,2830.0,1920.0,0.0,2.333333333333333,1.0,0.0,4.0,1.3333333333333333,5.333333333333333,2.6666666666666665,0.0,0.3333333333333333,0.0,0.0,0.0,2.333333333333333,0.6666666666666666,2.0,0.0,0.0,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
630,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,"SIYASAR PANCHKOSA 
(262172)",262172,4934.0,2526.0,2408.0,677.0,0.2222222222222222,4.0,1.2222222222222223,0.0,2.555555555555556,1.1111111111111112,3.2777777777777777,3.0,0.0,0.1111111111111111,0.0,0.0,0.0,1.2222222222222223,0.2222222222222222,0.6666666666666666,0.0,0.0,0.8888888888888888,3.055555555555556,0.0,0.1111111111111111,0.0,0.0,1.0,0.0
631,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,UDASAR (36056),36056,9106.0,4900.0,4206.0,1550.0,2.5,4.5,1.5,0.0,4.0,3.0,6.5,3.0,0.0,1.0,0.0,0.0,1.0,9.0,2.0,4.5,0.5,3.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
632,RAJASTHAN (8),BIKANER (93),93,Khajuwala(556),12.0,bhutto ka kuan (262170),262170,5240.0,2727.0,2513.0,746.0,0.0,3.5,1.0,0.0,3.0,1.0,3.7142857142857135,2.8571428571428568,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,1.1428571428571428,0.0,0.0,0.5714285714285714,3.071428571428572,0.14285714285714285,0.0,0.0,0.0,0.7142857142857143,0.0
633,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,"6-8 SANTOSH NAGAR 
(262182)",262182,2100.0,1400.0,700.0,500.0,0.0,3.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
634,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,BAJJU TEJPURA (294051),294051,3026.0,1604.0,1422.0,884.0,0.5,3.5,3.5,0.0,3.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,4.5,0.5,3.0,0.5,0.5,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
635,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,"CHACK BANDA NO.1 
(294048)",294048,2033.0,1043.0,990.0,287.0,0.6,3.3,1.0,0.0,3.0,2.4,4.3,2.8,0.2,0.2,0.2,0.0,0.2,3.4,0.8,0.2,0.0,0.7,2.8,1.2,0.0,0.0,0.2,0.0,0.0,0.0
636,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,DASORI (36071),36071,3615.0,1850.0,1765.0,780.0,2.0,0.5,2.0,0.0,4.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,3.0,0.0,0.0,5.0,4.5,0.0,1.0,1.5,0.0,0.0,0.0
637,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,GADIYALA (36073),36073,5910.0,3068.0,2842.0,1155.0,1.0,3.0,1.25,0.0,4.0,2.0,3.5,1.5,0.0,0.5,0.0,0.0,1.0,6.75,0.0,2.0,0.0,1.5,3.5,2.25,0.0,0.0,0.5,0.0,0.0,0.5
638,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,GEEGASAR (295016),295016,2783.0,1500.0,1283.0,504.0,1.0,2.5,0.5,0.0,3.0,3.0,6.25,3.0,0.0,0.5,0.0,0.0,0.0,4.75,1.25,1.5,0.0,0.0,5.0,1.25,0.0,0.0,0.25,0.0,0.0,0.0
639,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,GOKUL (36078),36078,521.0,254.0,267.0,96.0,0.0,4.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
640,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,GUDA (36079),36079,236.0,126.0,110.0,33.0,0.0,2.0,0.5,0.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,1.0,0.0,0.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
641,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,KHINDASAR (36084),36084,982.0,492.0,380.0,263.0,2.0,0.5,3.0,0.0,4.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,2.5,2.0,1.0,0.0,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
642,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,KOLAYAT (36085),36085,17700.0,9680.0,7970.0,2740.0,1.0,2.5,3.0,0.0,0.0,3.0,8.0,3.0,0.0,1.0,0.0,1.0,1.0,9.0,2.0,6.0,0.0,3.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
643,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,"MANDAL CHARANAN 
(36087)",36087,2547.0,1320.0,1227.0,407.0,0.4,1.4,0.0,0.0,3.6,1.4,3.2,2.0,0.0,0.2,0.0,0.0,0.0,1.3,0.0,0.8,0.0,0.1,2.2,0.7,0.0,0.0,0.6,0.0,0.0,0.0
644,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,MANKASAR (36088),36088,2529.0,1327.0,1202.0,424.0,0.0,4.0,3.0,0.0,3.5,1.5,6.0,2.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0,3.5,0.0,0.0,2.75,0.5,0.0,0.0,0.5,0.0,0.0,0.0
645,RAJASTHAN (8),BIKANER (93),93,Kolayat(557),15.0,RAONERI (294050),294050,2058.0,970.0,1078.0,220.0,1.75,3.0,1.125,0.5,2.5,1.75,5.25,3.0,0.0,0.0,0.0,0.5,0.5,4.0,1.0,2.25,0.0,2.25,2.875,2.875,0.25,1.0,0.875,0.0,0.25,0.25
646,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,BAKHOOSAR (294070),294070,400.0,215.0,185.0,65.0,1.0,1.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.5,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
647,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,BAMANWALI (262217),262217,3830.0,2185.0,1645.0,640.0,0.8333333333333334,1.3333333333333333,1.0,0.0,3.6666666666666665,1.0,7.166666666666668,2.6666666666666665,0.0,0.0,1.0,0.0,0.0,3.8333333333333335,1.5,2.333333333333333,0.16666666666666666,0.3333333333333333,3.333333333333333,3.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
648,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,DUDIWALI (294072),294072,1525.0,765.0,760.0,200.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0
649,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,GARABDESAR (36102),36102,4168.0,2200.0,1968.0,700.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,4.0,0.0,0.0,4.5,3.0,0.0,1.0,1.0,0.0,0.0,0.0
650,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,KANKADWALA (36106),36106,675.0,350.0,325.0,102.0,1.0,3.5,1.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2.5,3.0,0.0,1.0,1.0,0.0,0.0,0.0
651,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,KAPURISAR (36107),36107,224.0,120.0,104.0,38.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0
652,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,KHINYERA (36110),36110,3389.0,1720.0,1669.0,735.0,1.5,0.75,0.0,0.0,2.0,2.0,5.0,3.0,0.0,0.5,0.5,0.0,0.5,5.75,1.25,2.0,0.0,0.0,4.0,0.75,0.0,0.5,0.0,0.0,0.0,0.5
653,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,KUJTI (36112),36112,4617.0,2436.0,2181.0,755.0,1.0,2.25,1.0,0.0,3.0,2.0,6.25,3.0,0.0,0.5,0.5,0.0,0.5,4.0,2.0,3.5,0.0,0.0,3.75,2.5,0.0,1.0,1.0,0.0,0.0,0.0
654,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,LOONKARANSAR (36113),36113,28331.0,14633.0,13688.0,5965.0,1.4166666666666667,2.583333333333333,1.25,0.16666666666666666,3.5,1.5,5.083333333333333,2.833333333333333,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,4.583333333333333,1.5,3.0,0.5833333333333334,1.25,4.416666666666667,3.1666666666666665,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666
655,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,MAKDASAR (36116),36116,4718.0,2471.0,2247.0,772.0,2.0,0.0,0.0,0.0,3.5,0.5,6.0,3.0,0.0,0.5,0.0,0.0,0.0,2.0,2.0,3.5,0.0,0.0,3.75,3.25,0.0,0.0,1.25,0.0,0.0,0.0
656,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,NAKODESAR (294071),294071,490.0,262.0,228.0,80.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
657,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,NATHWANA (36117),36117,2631.0,1359.0,1272.0,400.0,2.0,6.0,0.0,0.0,3.0,1.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
658,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,PEEPERA (36118),36118,3800.0,1955.0,1845.0,591.0,0.0,4.0,1.5,0.0,3.0,0.5,6.5,3.0,0.0,0.5,0.0,0.5,0.5,4.5,1.25,2.5,0.0,0.0,3.75,0.75,0.0,0.5,0.5,0.0,0.0,0.5
659,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,RAISAR (294011),294011,1351.0,766.0,585.0,210.0,1.0,2.0,2.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.5,0.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
660,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,RAMBAG (36121),36121,2928.0,1528.0,1400.0,468.0,0.4,1.3,0.8,0.0,3.4,0.4,3.9,0.8,0.0,0.0,0.0,0.0,0.2,1.9,1.1,1.1,0.4,0.4,2.1,1.3,0.0,0.0,0.4,0.0,0.0,0.0
661,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,RAMSARA (294066),294066,2070.0,1073.0,994.0,461.0,1.5,1.8333333333333333,0.3333333333333333,0.0,3.333333333333333,0.0,4.5,2.333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,4.166666666666667,1.5,1.6666666666666667,0.0,0.3333333333333333,2.833333333333333,3.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0
662,RAJASTHAN (8),BIKANER (93),93,Lunkaransar(558),16.0,"RIDMALSAR PUROHITAN 
(36047)",36047,3695.0,1994.0,1701.0,665.0,4.0,2.375,1.25,0.0,4.0,3.0,6.25,3.0,0.0,0.25,0.0,0.0,0.0,6.0,1.5,2.25,0.5,0.5,4.75,2.625,0.0,0.5,0.75,0.0,0.0,0.0
